PERMNO,date,PRC,VOL,CFACPR,OPENPRC,NUMTRD
66181,2008/09/19,27.37000,32617200,1,29.11000,
66181,2008/09/22,25.62000,24650000,1,27.41000,
66181,2008/09/23,25.26000,22395100,1,25.67000,
66181,2008/09/24,25.02000,20846000,1,25.52000,
66181,2008/09/25,25.80000,22972400,1,25.25000,
66181,2008/09/26,26.46000,17008600,1,24.93000,
66181,2008/09/29,24.99000,28057000,1,25.99000,
66181,2008/09/30,25.89000,23152800,1,25.66000,
66181,2008/10/01,25.92000,20739900,1,25.52000,
66181,2008/10/02,24.86000,18546100,1,25.71000,
66181,2008/10/03,23.81000,27287700,1,25.10000,
66181,2008/10/06,22.82000,36436500,1,23.14000,
66181,2008/10/07,21.89000,34195200,1,23.12000,
66181,2008/10/08,21.17000,35106400,1,21.16000,
66181,2008/10/09,19.93000,29606200,1,21.31000,
66181,2008/10/10,19.75000,49336000,1,18.70000,
66181,2008/10/13,21.71000,24679900,1,20.51000,
66181,2008/10/14,21.07000,26868500,1,22.65000,
66181,2008/10/15,19.83000,26417800,1,20.87000,
66181,2008/10/16,19.70000,38445900,1,19.50000,
66181,2008/10/17,20.21000,26629700,1,19.18000,
66181,2008/10/20,20.78000,18408800,1,20.47000,
66181,2008/10/21,20.52000,15135300,1,20.50000,
66181,2008/10/22,19.47000,23828800,1,20.04000,
66181,2008/10/23,19.06000,29499100,1,19.46000,
66181,2008/10/24,18.51000,22529300,1,17.90000,
66181,2008/10/27,18.91000,21748700,1,18.01000,
66181,2008/10/28,21.57000,28146200,1,19.17000,
66181,2008/10/29,21.65000,32328600,1,21.25000,
66181,2008/10/30,22.72000,21072800,1,22.22000,
66181,2008/10/31,23.59000,21722200,1,22.70000,
66181,2008/11/03,22.22000,17940300,1,23.48000,
66181,2008/11/04,23.39000,24154800,1,22.69000,
66181,2008/11/05,22.15000,22262200,1,23.00000,
66181,2008/11/06,20.93000,25524200,1,21.90000,
66181,2008/11/07,21.06000,19600100,1,21.05000,
66181,2008/11/10,20.74000,14278500,1,21.53000,
66181,2008/11/11,20.51000,17405700,1,20.39000,
66181,2008/11/12,19.80000,18190800,1,19.86000,
66181,2008/11/13,22.23000,28060000,1,19.89000,
66181,2008/11/14,20.54000,24957300,1,21.74000,
66181,2008/11/17,20.00000,22652000,1,19.92000,
66181,2008/11/18,20.71000,32638500,1,20.66000,
66181,2008/11/19,19.76000,21972500,1,20.48000,
66181,2008/11/20,18.52000,32829200,1,19.44000,
66181,2008/11/21,19.29000,38364000,1,18.82000,
66181,2008/11/24,21.42000,31820900,1,19.62000,
66181,2008/11/25,22.25000,32952900,1,21.63000,
66181,2008/11/26,23.55000,25402000,1,21.55000,
66181,2008/11/28,23.11000,10273600,1,23.41000,
66181,2008/12/01,21.21000,26817100,1,22.55000,
66181,2008/12/02,21.85000,23836900,1,21.52000,
66181,2008/12/03,22.76000,32949600,1,21.32000,
66181,2008/12/04,23.22000,30083800,1,22.47000,
66181,2008/12/05,24.40000,32977100,1,22.83000,
66181,2008/12/08,24.25000,28815700,1,24.97000,
66181,2008/12/09,23.20000,26334300,1,23.89000,
66181,2008/12/10,24.29000,18721500,1,23.39000,
66181,2008/12/11,22.99000,18395700,1,23.87000,
66181,2008/12/12,23.47000,20831200,1,22.31000,
66181,2008/12/15,23.41000,14737400,1,23.62000,
66181,2008/12/16,24.32000,26188400,1,23.73000,
66181,2008/12/17,24.70000,20395900,1,24.01000,
66181,2008/12/18,24.45000,22106200,1,24.80000,
66181,2008/12/19,24.22000,23095200,1,24.82000,
66181,2008/12/22,23.73000,13244300,1,24.09000,
66181,2008/12/23,23.62000,13560200,1,23.59000,
66181,2008/12/24,23.73000,3980300,1,23.69000,
66181,2008/12/26,23.56000,4472500,1,23.61000,
66181,2008/12/29,23.36000,8470800,1,23.54000,
66181,2008/12/30,23.11000,14897000,1,23.50000,
66181,2008/12/31,23.02000,15144100,1,23.14000,
66181,2009/01/02,24.13000,14920900,1,23.07000,
66181,2009/01/05,24.71000,22589100,1,24.02000,
66181,2009/01/06,25.26000,22880200,1,24.94000,
66181,2009/01/07,24.57000,19884800,1,24.87000,
66181,2009/01/08,24.39000,17319800,1,24.12000,
